sum,agency,year,country
130005.57,DEPARTMENT OF THE TREASURY (TREAS),2017,DOM
136752.73,DEPARTMENT OF THE TREASURY (TREAS),2017,ECU
14500,DEPARTMENT OF THE TREASURY (TREAS),2017,FIN
1482907.89,DEPARTMENT OF THE TREASURY (TREAS),2017,GBR
12119.62,DEPARTMENT OF THE TREASURY (TREAS),2017,GHA
182575.27,DEPARTMENT OF THE TREASURY (TREAS),2017,GIB
354175.56,DEPARTMENT OF THE TREASURY (TREAS),2017,GTM
411921.04,DEPARTMENT OF THE TREASURY (TREAS),2017,HND
219934.3,DEPARTMENT OF THE TREASURY (TREAS),2017,HTI
2695.9,DEPARTMENT OF THE TREASURY (TREAS),2017,IND
-12685.23,DEPARTMENT OF THE TREASURY (TREAS),2017,ITA
47101,DEPARTMENT OF THE TREASURY (TREAS),2017,KEN
324427.31,DEPARTMENT OF THE TREASURY (TREAS),2017,MEX
100041,DEPARTMENT OF THE TREASURY (TREAS),2017,MUS
164743.3,DEPARTMENT OF THE TREASURY (TREAS),2017,NIC
311289.07,DEPARTMENT OF THE TREASURY (TREAS),2017,NLD
0,DEPARTMENT OF THE TREASURY (TREAS),2017,PAN
248193.97,DEPARTMENT OF THE TREASURY (TREAS),2017,PER
149352.37,DEPARTMENT OF THE TREASURY (TREAS),2017,PRY
3900,DEPARTMENT OF THE TREASURY (TREAS),2017,SEN
227876,DEPARTMENT OF THE TREASURY (TREAS),2017,SLV
24787,DEPARTMENT OF THE TREASURY (TREAS),2017,UGA
4630315200.76,DEPARTMENT OF THE TREASURY (TREAS),2017,USA
2725,DEPARTMENT OF THE TREASURY (TREAS),2017,ZWE
96167.78,DEPARTMENT OF THE TREASURY (TREAS),2018,ABW
196263.98,DEPARTMENT OF THE TREASURY (TREAS),2018,ARG
45395.48,DEPARTMENT OF THE TREASURY (TREAS),2018,AUS
41500,DEPARTMENT OF THE TREASURY (TREAS),2018,AUT
161594.34,DEPARTMENT OF THE TREASURY (TREAS),2018,BOL
304731.55,DEPARTMENT OF THE TREASURY (TREAS),2018,BRA
69490380.98,DEPARTMENT OF THE TREASURY (TREAS),2018,CAN
4202688.27,DEPARTMENT OF THE TREASURY (TREAS),2018,CHE
241970.28,DEPARTMENT OF THE TREASURY (TREAS),2018,CHL
388198.09,DEPARTMENT OF THE TREASURY (TREAS),2018,COL
102356.6,DEPARTMENT OF THE TREASURY (TREAS),2018,CRI
82426.85,DEPARTMENT OF THE TREASURY (TREAS),2018,DEU
78806.39,DEPARTMENT OF THE TREASURY (TREAS),2018,DOM
164204,DEPARTMENT OF THE TREASURY (TREAS),2018,ECU
14500,DEPARTMENT OF THE TREASURY (TREAS),2018,FIN
3343889.84,DEPARTMENT OF THE TREASURY (TREAS),2018,GBR
27732.25,DEPARTMENT OF THE TREASURY (TREAS),2018,GHA
0,DEPARTMENT OF THE TREASURY (TREAS),2018,GIB
143890.06,DEPARTMENT OF THE TREASURY (TREAS),2018,GTM
251761.04,DEPARTMENT OF THE TREASURY (TREAS),2018,HND
258934.92,DEPARTMENT OF THE TREASURY (TREAS),2018,HTI
45262,DEPARTMENT OF THE TREASURY (TREAS),2018,KEN
132750,DEPARTMENT OF THE TREASURY (TREAS),2018,LUX
554909.89,DEPARTMENT OF THE TREASURY (TREAS),2018,MEX
191000,DEPARTMENT OF THE TREASURY (TREAS),2018,NIC
320628.68,DEPARTMENT OF THE TREASURY (TREAS),2018,NLD
125685,DEPARTMENT OF THE TREASURY (TREAS),2018,NZL
-1529.62,DEPARTMENT OF THE TREASURY (TREAS),2018,PAN
312350,DEPARTMENT OF THE TREASURY (TREAS),2018,PER
112267.49,DEPARTMENT OF THE TREASURY (TREAS),2018,PRY
368096.52,DEPARTMENT OF THE TREASURY (TREAS),2018,SLV
19035.36,DEPARTMENT OF THE TREASURY (TREAS),2018,UGA
5211624141.52,DEPARTMENT OF THE TREASURY (TREAS),2018,USA
27039.97,DEPARTMENT OF THE TREASURY (TREAS),2019,ABW
84018.07,DEPARTMENT OF THE TREASURY (TREAS),2019,ARG
0,DEPARTMENT OF THE TREASURY (TREAS),2019,AUS
68559.56,DEPARTMENT OF THE TREASURY (TREAS),2019,AUT
158685.25,DEPARTMENT OF THE TREASURY (TREAS),2019,BOL
242033.01,DEPARTMENT OF THE TREASURY (TREAS),2019,BRA
104107685.76,DEPARTMENT OF THE TREASURY (TREAS),2019,CAN
41029758.15,DEPARTMENT OF THE TREASURY (TREAS),2019,CHE
-29284.24,DEPARTMENT OF THE TREASURY (TREAS),2019,CHL
526467.86,DEPARTMENT OF THE TREASURY (TREAS),2019,COL
47402.1,DEPARTMENT OF THE TREASURY (TREAS),2019,CRI
1306599.51,DEPARTMENT OF THE TREASURY (TREAS),2019,DEU
121315.74,DEPARTMENT OF THE TREASURY (TREAS),2019,DOM
199914.5,DEPARTMENT OF THE TREASURY (TREAS),2019,ECU
14500,DEPARTMENT OF THE TREASURY (TREAS),2019,FIN
1596536.58,DEPARTMENT OF THE TREASURY (TREAS),2019,GBR
7341.34,DEPARTMENT OF THE TREASURY (TREAS),2019,GHA
40340.02,DEPARTMENT OF THE TREASURY (TREAS),2019,GIB
102233.68,DEPARTMENT OF THE TREASURY (TREAS),2019,GTM
244281.24,DEPARTMENT OF THE TREASURY (TREAS),2019,HND
41299.76,DEPARTMENT OF THE TREASURY (TREAS),2019,HTI
222494,DEPARTMENT OF THE TREASURY (TREAS),2019,IRL
124950,DEPARTMENT OF THE TREASURY (TREAS),2019,ITA
5463.75,DEPARTMENT OF THE TREASURY (TREAS),2019,KEN
448367.06,DEPARTMENT OF THE TREASURY (TREAS),2019,MEX
129989.56,DEPARTMENT OF THE TREASURY (TREAS),2019,NIC
287055.44,DEPARTMENT OF THE TREASURY (TREAS),2019,NLD
102786.78,DEPARTMENT OF THE TREASURY (TREAS),2019,PER
102704.26,DEPARTMENT OF THE TREASURY (TREAS),2019,PRY
349917.72,DEPARTMENT OF THE TREASURY (TREAS),2019,SLV
2600,DEPARTMENT OF THE TREASURY (TREAS),2019,UGA
4276462479.71,DEPARTMENT OF THE TREASURY (TREAS),2019,USA
56832756.07,DEPARTMENT OF THE TREASURY (TREAS),2020,CAN
1438073.4,DEPARTMENT OF THE TREASURY (TREAS),2020,CHE
378600,DEPARTMENT OF THE TREASURY (TREAS),2020,DEU
98397.99,DEPARTMENT OF THE TREASURY (TREAS),2020,GBR
88000,DEPARTMENT OF THE TREASURY (TREAS),2020,HND
49900,DEPARTMENT OF THE TREASURY (TREAS),2020,HTI
173640,DEPARTMENT OF THE TREASURY (TREAS),2020,KEN
87088.99,DEPARTMENT OF THE TREASURY (TREAS),2020,NLD
1029668510.47,DEPARTMENT OF THE TREASURY (TREAS),2020,USA
0,DEPARTMENT OF THE TREASURY (TREAS),2021,USA
16148,DEPARTMENT OF THE TREASURY (TREAS),2033,USA
-6965.58,DEPARTMENT OF THE TREASURY (TREAS),2105,USA
0,DEPARTMENT OF THE TREASURY (TREAS),2106,USA
-3450.69,DEPARTMENT OF THE TREASURY (TREAS),2109,USA
0,DEPARTMENT OF THE TREASURY (TREAS),2204,USA
65466.96,DEPARTMENT OF THE TREASURY (TREAS),2206,USA
96710.03,DEPARTMENT OF THE TREASURY (TREAS),2219,USA
49.5,DEPARTMENT OF THE TREASURY (TREAS),3008,USA
0,DEPARTMENT OF THE TREASURY (TREAS),3011,USA
-725.8,DEPARTMENT OF THE TREASURY (TREAS),3012,USA
2500,DEPARTMENT OF THE TREASURY (TREAS),3014,USA
2000,DEPARTMENT OF THE TREASURY (TREAS),3025,USA
11109,DEPARTMENT OF THE TREASURY (TREAS),5008,USA
6972.96,DEPARTMENT OF THE TREASURY (TREAS),6016,USA
0,DEPARTMENT OF THE TREASURY (TREAS),,USA
79000,DEPARTMENT OF TRANSPORTATION (DOT),1950,USA
0,DEPARTMENT OF TRANSPORTATION (DOT),1990,USA
0,DEPARTMENT OF TRANSPORTATION (DOT),1996,USA
63680513.59,DEPARTMENT OF TRANSPORTATION (DOT),1997,USA
188000,DEPARTMENT OF TRANSPORTATION (DOT),1999,AUS
508000,DEPARTMENT OF TRANSPORTATION (DOT),1999,CAN
70000,DEPARTMENT OF TRANSPORTATION (DOT),1999,DEU
32000,DEPARTMENT OF TRANSPORTATION (DOT),1999,DNK
286000,DEPARTMENT OF TRANSPORTATION (DOT),1999,FRA
34000,DEPARTMENT OF TRANSPORTATION (DOT),1999,GBR
101000,DEPARTMENT OF TRANSPORTATION (DOT),1999,ITA
322000,DEPARTMENT OF TRANSPORTATION (DOT),1999,NZL
23000,DEPARTMENT OF TRANSPORTATION (DOT),1999,SGP
572090994,DEPARTMENT OF TRANSPORTATION (DOT),1999,USA
5229000,DEPARTMENT OF TRANSPORTATION (DOT),2000,CAN
144000,DEPARTMENT OF TRANSPORTATION (DOT),2000,DEU
1023000,DEPARTMENT OF TRANSPORTATION (DOT),2000,FRA
353000,DEPARTMENT OF TRANSPORTATION (DOT),2000,GBR
1000,DEPARTMENT OF TRANSPORTATION (DOT),2000,JPN
125000,DEPARTMENT OF TRANSPORTATION (DOT),2000,NLD
224000,DEPARTMENT OF TRANSPORTATION (DOT),2000,NZL
383000,DEPARTMENT OF TRANSPORTATION (DOT),2000,SGP
1869644026.16,DEPARTMENT OF TRANSPORTATION (DOT),2000,USA
10489250,DEPARTMENT OF TRANSPORTATION (DOT),2001,CAN
700000,DEPARTMENT OF TRANSPORTATION (DOT),2001,DEU
2918000,DEPARTMENT OF TRANSPORTATION (DOT),2001,FRA
2043322.86,DEPARTMENT OF TRANSPORTATION (DOT),2001,GBR
29000,DEPARTMENT OF TRANSPORTATION (DOT),2001,ISR
40000,DEPARTMENT OF TRANSPORTATION (DOT),2001,NLD
155000,DEPARTMENT OF TRANSPORTATION (DOT),2001,SGP
2357526270.48,DEPARTMENT OF TRANSPORTATION (DOT),2001,USA
88000,DEPARTMENT OF TRANSPORTATION (DOT),2002,AUS
13193450,DEPARTMENT OF TRANSPORTATION (DOT),2002,CAN
143848,DEPARTMENT OF TRANSPORTATION (DOT),2002,DEU
276850,DEPARTMENT OF TRANSPORTATION (DOT),2002,FRA
4252421,DEPARTMENT OF TRANSPORTATION (DOT),2002,GBR
919000,DEPARTMENT OF TRANSPORTATION (DOT),2002,GTM
478000,DEPARTMENT OF TRANSPORTATION (DOT),2002,MEX
151677,DEPARTMENT OF TRANSPORTATION (DOT),2002,NLD
46000,DEPARTMENT OF TRANSPORTATION (DOT),2002,NOR
174173,DEPARTMENT OF TRANSPORTATION (DOT),2002,SGP
92944,DEPARTMENT OF TRANSPORTATION (DOT),2002,SWE
4380668589.26,DEPARTMENT OF TRANSPORTATION (DOT),2002,USA
6950268.13,DEPARTMENT OF TRANSPORTATION (DOT),2003,CAN
4404.07,DEPARTMENT OF TRANSPORTATION (DOT),2003,ESP
516183,DEPARTMENT OF TRANSPORTATION (DOT),2003,FRA
2039898,DEPARTMENT OF TRANSPORTATION (DOT),2003,GBR
382721,DEPARTMENT OF TRANSPORTATION (DOT),2003,GTM
110015,DEPARTMENT OF TRANSPORTATION (DOT),2003,NLD
2821,DEPARTMENT OF TRANSPORTATION (DOT),2003,SGP
20,DEPARTMENT OF TRANSPORTATION (DOT),2003,SWE
2216218955.72,DEPARTMENT OF TRANSPORTATION (DOT),2003,USA
10770665.78,DEPARTMENT OF TRANSPORTATION (DOT),2004,CAN
0,DEPARTMENT OF TRANSPORTATION (DOT),2004,DEU
821155,DEPARTMENT OF TRANSPORTATION (DOT),2004,GBR
2900000,DEPARTMENT OF TRANSPORTATION (DOT),2004,IRQ
10000,DEPARTMENT OF TRANSPORTATION (DOT),2004,MEX
4300,DEPARTMENT OF TRANSPORTATION (DOT),2004,UMI
1712230149.96,DEPARTMENT OF TRANSPORTATION (DOT),2004,USA
31500,DEPARTMENT OF TRANSPORTATION (DOT),2005,AUS
40300.9,DEPARTMENT OF TRANSPORTATION (DOT),2005,BEL
2297827.98,DEPARTMENT OF TRANSPORTATION (DOT),2005,CAN
6648.95,DEPARTMENT OF TRANSPORTATION (DOT),2005,DEU
495236.34,DEPARTMENT OF TRANSPORTATION (DOT),2005,GBR
0,DEPARTMENT OF TRANSPORTATION (DOT),2005,IRQ
70000,DEPARTMENT OF TRANSPORTATION (DOT),2005,POL
1845976753.47,DEPARTMENT OF TRANSPORTATION (DOT),2005,USA
40000,DEPARTMENT OF TRANSPORTATION (DOT),2005,ZAF
1005.53,DEPARTMENT OF TRANSPORTATION (DOT),2006,AUS
2189649.33,DEPARTMENT OF TRANSPORTATION (DOT),2006,CAN
640000,DEPARTMENT OF TRANSPORTATION (DOT),2006,DEU
67909.58,DEPARTMENT OF TRANSPORTATION (DOT),2006,FRA
672400,DEPARTMENT OF TRANSPORTATION (DOT),2006,GBR
0,DEPARTMENT OF TRANSPORTATION (DOT),2006,IRQ
0,DEPARTMENT OF TRANSPORTATION (DOT),2006,POL
3189683600.33,DEPARTMENT OF TRANSPORTATION (DOT),2006,USA
13864617,DEPARTMENT OF TRANSPORTATION (DOT),2007,CAN
2084277,DEPARTMENT OF TRANSPORTATION (DOT),2007,DEU
34079.8,DEPARTMENT OF TRANSPORTATION (DOT),2007,FRA
432045,DEPARTMENT OF TRANSPORTATION (DOT),2007,GBR
0,DEPARTMENT OF TRANSPORTATION (DOT),2007,IRQ
4952154446.74,DEPARTMENT OF TRANSPORTATION (DOT),2007,USA
17501452.99,DEPARTMENT OF TRANSPORTATION (DOT),2008,CAN
75000,DEPARTMENT OF TRANSPORTATION (DOT),2008,CHN
17553805.91,DEPARTMENT OF TRANSPORTATION (DOT),2008,DEU
36957,DEPARTMENT OF TRANSPORTATION (DOT),2008,FRA
231507.59,DEPARTMENT OF TRANSPORTATION (DOT),2008,GBR
6486160531.38,DEPARTMENT OF TRANSPORTATION (DOT),2008,USA
42136680.19,DEPARTMENT OF TRANSPORTATION (DOT),2009,CAN
712967.08,DEPARTMENT OF TRANSPORTATION (DOT),2009,DEU
114854.49,DEPARTMENT OF TRANSPORTATION (DOT),2009,FRA
208087.96,DEPARTMENT OF TRANSPORTATION (DOT),2009,GBR
-4957.84,DEPARTMENT OF TRANSPORTATION (DOT),2009,MEX
114380,DEPARTMENT OF TRANSPORTATION (DOT),2009,NLD
336478,DEPARTMENT OF TRANSPORTATION (DOT),2009,NOR
5740,DEPARTMENT OF TRANSPORTATION (DOT),2009,PAN
5813267392.58,DEPARTMENT OF TRANSPORTATION (DOT),2009,USA
120660,DEPARTMENT OF TRANSPORTATION (DOT),2010,AUS
135600,DEPARTMENT OF TRANSPORTATION (DOT),2010,BEL
14905934.89,DEPARTMENT OF TRANSPORTATION (DOT),2010,CAN
230736.36,DEPARTMENT OF TRANSPORTATION (DOT),2010,DEU
42886,DEPARTMENT OF TRANSPORTATION (DOT),2010,FRA
874049.54,DEPARTMENT OF TRANSPORTATION (DOT),2010,GBR
50000,DEPARTMENT OF TRANSPORTATION (DOT),2010,ISR
122260,DEPARTMENT OF TRANSPORTATION (DOT),2010,ITA
15000,DEPARTMENT OF TRANSPORTATION (DOT),2010,MEX
43257,DEPARTMENT OF TRANSPORTATION (DOT),2010,NLD
49750,DEPARTMENT OF TRANSPORTATION (DOT),2010,TWN
6604680687.92,DEPARTMENT OF TRANSPORTATION (DOT),2010,USA
1588078,DEPARTMENT OF TRANSPORTATION (DOT),2011,AUS
9378465.34,DEPARTMENT OF TRANSPORTATION (DOT),2011,CAN
20000,DEPARTMENT OF TRANSPORTATION (DOT),2011,CHL
253000,DEPARTMENT OF TRANSPORTATION (DOT),2011,CZE
291956.78,DEPARTMENT OF TRANSPORTATION (DOT),2011,DEU
49976.52,DEPARTMENT OF TRANSPORTATION (DOT),2011,FRA
785798.59,DEPARTMENT OF TRANSPORTATION (DOT),2011,GBR
0,DEPARTMENT OF TRANSPORTATION (DOT),2011,ISR
17602.85,DEPARTMENT OF TRANSPORTATION (DOT),2011,MEX
29060.42,DEPARTMENT OF TRANSPORTATION (DOT),2011,NLD
49274,DEPARTMENT OF TRANSPORTATION (DOT),2011,NOR
229475,DEPARTMENT OF TRANSPORTATION (DOT),2011,TWN
6565551130.24,DEPARTMENT OF TRANSPORTATION (DOT),2011,USA
9720,DEPARTMENT OF TRANSPORTATION (DOT),2012,ABW
153698.12,DEPARTMENT OF TRANSPORTATION (DOT),2012,AUS
156250,DEPARTMENT OF TRANSPORTATION (DOT),2012,BEL
23814766.58,DEPARTMENT OF TRANSPORTATION (DOT),2012,CAN
228882,DEPARTMENT OF TRANSPORTATION (DOT),2012,DEU
41939.5,DEPARTMENT OF TRANSPORTATION (DOT),2012,FRA
1470690.36,DEPARTMENT OF TRANSPORTATION (DOT),2012,GBR
168396.41,DEPARTMENT OF TRANSPORTATION (DOT),2012,NLD
692004,DEPARTMENT OF TRANSPORTATION (DOT),2012,NOR
0,DEPARTMENT OF TRANSPORTATION (DOT),2012,TWN
6679094015.68,DEPARTMENT OF TRANSPORTATION (DOT),2012,USA
126375,DEPARTMENT OF TRANSPORTATION (DOT),2013,AUS
581348,DEPARTMENT OF TRANSPORTATION (DOT),2013,BEL
6781111.2,DEPARTMENT OF TRANSPORTATION (DOT),2013,CAN
72425,DEPARTMENT OF TRANSPORTATION (DOT),2013,CHE
61000,DEPARTMENT OF TRANSPORTATION (DOT),2013,CZE
272021.94,DEPARTMENT OF TRANSPORTATION (DOT),2013,DEU
59447,DEPARTMENT OF TRANSPORTATION (DOT),2013,FRA
2967229.73,DEPARTMENT OF TRANSPORTATION (DOT),2013,GBR
26000,DEPARTMENT OF TRANSPORTATION (DOT),2013,ISR
30000,DEPARTMENT OF TRANSPORTATION (DOT),2013,ITA
41461,DEPARTMENT OF TRANSPORTATION (DOT),2013,KOR
0,DEPARTMENT OF TRANSPORTATION (DOT),2013,MEX
243193.17,DEPARTMENT OF TRANSPORTATION (DOT),2013,NLD
0,DEPARTMENT OF TRANSPORTATION (DOT),2013,NOR
6094890940.9,DEPARTMENT OF TRANSPORTATION (DOT),2013,USA
0,DEPARTMENT OF TRANSPORTATION (DOT),2014,ABW
-680,DEPARTMENT OF TRANSPORTATION (DOT),2014,AUS
62621.81,DEPARTMENT OF TRANSPORTATION (DOT),2014,BEL
26378483.08,DEPARTMENT OF TRANSPORTATION (DOT),2014,CAN
150000,DEPARTMENT OF TRANSPORTATION (DOT),2014,CZE
368021.36,DEPARTMENT OF TRANSPORTATION (DOT),2014,DEU
62691.62,DEPARTMENT OF TRANSPORTATION (DOT),2014,FRA
1920122,DEPARTMENT OF TRANSPORTATION (DOT),2014,GBR
30000,DEPARTMENT OF TRANSPORTATION (DOT),2014,ITA
0,DEPARTMENT OF TRANSPORTATION (DOT),2014,KOR
6962.27,DEPARTMENT OF TRANSPORTATION (DOT),2014,NLD
140000,DEPARTMENT OF TRANSPORTATION (DOT),2014,NOR
82538,DEPARTMENT OF TRANSPORTATION (DOT),2014,SWE
6088480117.6,DEPARTMENT OF TRANSPORTATION (DOT),2014,USA
29452,DEPARTMENT OF TRANSPORTATION (DOT),2015,AUS
86508.82,DEPARTMENT OF TRANSPORTATION (DOT),2015,BEL
554666,DEPARTMENT OF TRANSPORTATION (DOT),2015,BMU
58000,DEPARTMENT OF TRANSPORTATION (DOT),2015,BRA
13747957.48,DEPARTMENT OF TRANSPORTATION (DOT),2015,CAN
316672.74,DEPARTMENT OF TRANSPORTATION (DOT),2015,DEU
10416.18,DEPARTMENT OF TRANSPORTATION (DOT),2015,FRA
596682.72,DEPARTMENT OF TRANSPORTATION (DOT),2015,GBR
15000,DEPARTMENT OF TRANSPORTATION (DOT),2015,IND
60000,DEPARTMENT OF TRANSPORTATION (DOT),2015,ITA
143787.8,DEPARTMENT OF TRANSPORTATION (DOT),2015,NLD
2527591,DEPARTMENT OF TRANSPORTATION (DOT),2015,NOR
6536709901.06,DEPARTMENT OF TRANSPORTATION (DOT),2015,USA
1290,DEPARTMENT OF TRANSPORTATION (DOT),2016,ABW
65000,DEPARTMENT OF TRANSPORTATION (DOT),2016,AUS
34689,DEPARTMENT OF TRANSPORTATION (DOT),2016,BMU
25000,DEPARTMENT OF TRANSPORTATION (DOT),2016,BRA
2442154.56,DEPARTMENT OF TRANSPORTATION (DOT),2016,CAN
189467.65,DEPARTMENT OF TRANSPORTATION (DOT),2016,CZE
285800.54,DEPARTMENT OF TRANSPORTATION (DOT),2016,DEU
100097.6,DEPARTMENT OF TRANSPORTATION (DOT),2016,FRA
639374.75,DEPARTMENT OF TRANSPORTATION (DOT),2016,GBR
175000,DEPARTMENT OF TRANSPORTATION (DOT),2016,IND
55000,DEPARTMENT OF TRANSPORTATION (DOT),2016,ITA
9446,DEPARTMENT OF TRANSPORTATION (DOT),2016,NLD
305200,DEPARTMENT OF TRANSPORTATION (DOT),2016,NOR
450642,DEPARTMENT OF TRANSPORTATION (DOT),2016,NZL
422150,DEPARTMENT OF TRANSPORTATION (DOT),2016,SWE
7484509431.3,DEPARTMENT OF TRANSPORTATION (DOT),2016,USA
1200000,DEPARTMENT OF TRANSPORTATION (DOT),2016,XWB
1290,DEPARTMENT OF TRANSPORTATION (DOT),2017,ABW
54950,DEPARTMENT OF TRANSPORTATION (DOT),2017,AUS
45000,DEPARTMENT OF TRANSPORTATION (DOT),2017,BEL
50000,DEPARTMENT OF TRANSPORTATION (DOT),2017,BRA
3435712.28,DEPARTMENT OF TRANSPORTATION (DOT),2017,CAN
21660,DEPARTMENT OF TRANSPORTATION (DOT),2017,CHE
190000,DEPARTMENT OF TRANSPORTATION (DOT),2017,CZE
393457.99,DEPARTMENT OF TRANSPORTATION (DOT),2017,DEU
7181.61,DEPARTMENT OF TRANSPORTATION (DOT),2017,FRA
597416.84,DEPARTMENT OF TRANSPORTATION (DOT),2017,GBR
139400,DEPARTMENT OF TRANSPORTATION (DOT),2017,IND
90000,DEPARTMENT OF TRANSPORTATION (DOT),2017,ISR
50000,DEPARTMENT OF TRANSPORTATION (DOT),2017,LKA
266620,DEPARTMENT OF TRANSPORTATION (DOT),2017,NLD
0,DEPARTMENT OF TRANSPORTATION (DOT),2017,NOR
456577,DEPARTMENT OF TRANSPORTATION (DOT),2017,NZL
130183.23,DEPARTMENT OF TRANSPORTATION (DOT),2017,SWE
7057356398.87,DEPARTMENT OF TRANSPORTATION (DOT),2017,USA
600008,DEPARTMENT OF TRANSPORTATION (DOT),2017,XWB
11564,DEPARTMENT OF TRANSPORTATION (DOT),2018,ABW
122835,DEPARTMENT OF TRANSPORTATION (DOT),2018,AUS
325000,DEPARTMENT OF TRANSPORTATION (DOT),2018,BRA
7483610.47,DEPARTMENT OF TRANSPORTATION (DOT),2018,CAN
16530,DEPARTMENT OF TRANSPORTATION (DOT),2018,CHE
134254.95,DEPARTMENT OF TRANSPORTATION (DOT),2018,CZE
265443.76,DEPARTMENT OF TRANSPORTATION (DOT),2018,DEU
582260.79,DEPARTMENT OF TRANSPORTATION (DOT),2018,FRA
474753.58,DEPARTMENT OF TRANSPORTATION (DOT),2018,GBR
-170,DEPARTMENT OF TRANSPORTATION (DOT),2018,IND
-506,DEPARTMENT OF TRANSPORTATION (DOT),2018,KOR
65011.46,DEPARTMENT OF TRANSPORTATION (DOT),2018,NLD
264070,DEPARTMENT OF TRANSPORTATION (DOT),2018,NOR
697068,DEPARTMENT OF TRANSPORTATION (DOT),2018,NZL
687557.97,DEPARTMENT OF TRANSPORTATION (DOT),2018,SWE
6990255115.93,DEPARTMENT OF TRANSPORTATION (DOT),2018,USA
75810,DEPARTMENT OF TRANSPORTATION (DOT),2019,ABW
80000,DEPARTMENT OF TRANSPORTATION (DOT),2019,AUS
80000,DEPARTMENT OF TRANSPORTATION (DOT),2019,BRA
15767551.21,DEPARTMENT OF TRANSPORTATION (DOT),2019,CAN
-140.16,DEPARTMENT OF TRANSPORTATION (DOT),2019,CZE
357430.09,DEPARTMENT OF TRANSPORTATION (DOT),2019,DEU
191600,DEPARTMENT OF TRANSPORTATION (DOT),2019,ESP
23900,DEPARTMENT OF TRANSPORTATION (DOT),2019,FRA
326922.02,DEPARTMENT OF TRANSPORTATION (DOT),2019,GBR
199000,DEPARTMENT OF TRANSPORTATION (DOT),2019,GRC
193600,DEPARTMENT OF TRANSPORTATION (DOT),2019,ITA
10000,DEPARTMENT OF TRANSPORTATION (DOT),2019,JPN
184957.96,DEPARTMENT OF TRANSPORTATION (DOT),2019,NLD
-1056,DEPARTMENT OF TRANSPORTATION (DOT),2019,NOR
356550,DEPARTMENT OF TRANSPORTATION (DOT),2019,NZL
16397.17,DEPARTMENT OF TRANSPORTATION (DOT),2019,SWE
6704414152.18,DEPARTMENT OF TRANSPORTATION (DOT),2019,USA
12270,DEPARTMENT OF TRANSPORTATION (DOT),2020,ABW
155995.1,DEPARTMENT OF TRANSPORTATION (DOT),2020,CAN
100000,DEPARTMENT OF TRANSPORTATION (DOT),2020,CZE
105000,DEPARTMENT OF TRANSPORTATION (DOT),2020,DEU
175913.74,DEPARTMENT OF TRANSPORTATION (DOT),2020,GBR
367300,DEPARTMENT OF TRANSPORTATION (DOT),2020,SWE
1382276573.48,DEPARTMENT OF TRANSPORTATION (DOT),2020,USA
37210.66,DEPARTMENT OF TRANSPORTATION (DOT),2021,USA
0,DEPARTMENT OF TRANSPORTATION (DOT),2022,USA
0,DEPARTMENT OF TRANSPORTATION (DOT),2024,USA
2293.37,DEPARTMENT OF TRANSPORTATION (DOT),2106,USA
0,DEPARTMENT OF TRANSPORTATION (DOT),2107,USA
41389.38,DEPARTMENT OF TRANSPORTATION (DOT),2108,USA
6204.8,DEPARTMENT OF TRANSPORTATION (DOT),2208,USA
0,DEPARTMENT OF TRANSPORTATION (DOT),3005,USA
10520,DEPARTMENT OF TRANSPORTATION (DOT),,USA
0,DEPARTMENT OF VETERANS AFFAIRS (VA),1990,USA
93261,DEPARTMENT OF VETERANS AFFAIRS (VA),1997,USA
200000,DEPARTMENT OF VETERANS AFFAIRS (VA),1999,CAN
35000,DEPARTMENT OF VETERANS AFFAIRS (VA),1999,ITA
33000,DEPARTMENT OF VETERANS AFFAIRS (VA),1999,SWE
1149220201.14,DEPARTMENT OF VETERANS AFFAIRS (VA),1999,USA
8000,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,AUS
561000,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,BEL
766000,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,CAN
46000,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,CHE
961000,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,ESP
68000,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,GBR
106000,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,NZL
65000,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,SWE
4064211991.74,DEPARTMENT OF VETERANS AFFAIRS (VA),2000,USA
1881000,DEPARTMENT OF VETERANS AFFAIRS (VA),2001,CAN
197000,DEPARTMENT OF VETERANS AFFAIRS (VA),2001,DEU
35000,DEPARTMENT OF VETERANS AFFAIRS (VA),2001,FIN
50000,DEPARTMENT OF VETERANS AFFAIRS (VA),2001,ITA
30000,DEPARTMENT OF VETERANS AFFAIRS (VA),2001,NZL
42000,DEPARTMENT OF VETERANS AFFAIRS (VA),2001,SWE
4133206850.47,DEPARTMENT OF VETERANS AFFAIRS (VA),2001,USA
270000,DEPARTMENT OF VETERANS AFFAIRS (VA),2002,AUS
0,DEPARTMENT OF VETERANS AFFAIRS (VA),2002,BRA
2172652.65,DEPARTMENT OF VETERANS AFFAIRS (VA),2002,CAN
98000,DEPARTMENT OF VETERANS AFFAIRS (VA),2002,CHE
180000,DEPARTMENT OF VETERANS AFFAIRS (VA),2002,GBR
56000,DEPARTMENT OF VETERANS AFFAIRS (VA),2002,IND
