7.731973774556727e-07,-3.3072346150660264e-06,-0.0033788908016482763
2.3084040604029333e-06,-6.79060107736784e-06,-0.02851305101554581
1.229557161573456e-06,4.182290647612067e-06,-0.018922117459533063
-7.307675553057066e-07,-3.3898104548567693e-06,0.03245936258021371
1.4443299960834936e-06,4.549781191939713e-06,-0.02395823569499463
8.130291192119066e-07,-2.9970830149106867e-06,-0.00293824394097206,-0.0021923344105370217
2.397433774541459e-06,-6.204604049513546e-06,-0.008645814425618946,-0.02391675188865146
1.3333056170783816e-06,4.899759017914018e-06,-0.007878257198031596,-0.015286509429912002
-5.999826336332577e-07,-2.8931547518578864e-06,-0.009952290763967411,0.03569746288949123
1.3955479862249557e-06,4.615925439572789e-06,0.0038225070343729686,-0.026499732876036183
