feature,value
pct_doc_total_to_CHN,0.0
pct_doc_total_to_IND,0.0
pct_doc_total_to_ABW,0.0
pct_doc_total_to_UGA,0.0
pct_doc_total_to_SDN,0.0
pct_doc_total_to_KAZ,0.0
pct_doc_total_to_GHA,0.0
pct_doc_total_to_LBR,0.0
pct_doc_total_to_PAK,0.0
pct_doc_total_to_ARM,0.0
pct_doc_total_to_MKD,0.0
pct_doc_total_to_AZE,0.0
pct_doc_total_to_GEO,0.0
pct_doc_total_to_LKA,0.0
pct_doc_total_to_ZWE,0.0
pct_doc_total_to_AUS,0.00023317624669894613
pct_doc_total_to_JAM,0.0
pct_doc_total_to_NAM,0.0
pct_doc_total_to_MAR,0.0
pct_doc_total_to_BGD,0.0
pct_doc_total_to_NGA,0.0
pct_doc_total_to_UZB,0.0
pct_doc_total_to_PAN,0.0
pct_doc_total_to_MEX,6.897587328399006e-06
pct_doc_total_to_HKG,0.0
pct_doc_total_to_MWI,0.0
pct_doc_total_to_PRT,0.0
pct_doc_total_to_GIN,0.0
